,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Lemon/எலுமிச்சை,1, 25 to 30,2017-11-15
11,11,11,Chedi Murungai, 1, 13,2017-2-2
12,12,12,Avarai Ottu, 1, 33,2017-2-2
13,13,13,Pachai Payaru, 1, 40,2017-2-2
14,14,14,Vellai Payaru, 1, 30,2017-2-2
15,15,15,Suraikai, 1, 8,2017-2-2
16,16,16,Beetroot, 1, 9,2017-2-2
17,17,17,Sunami Sambar, 1, 20 to 25,2017-2-2
18,18,18,Pusanikai, 1, 10,2017-2-2
19,19,19,Kalla Manga/Mango, 1, 21,2017-2-2
20,20,20,Orutu Manga/Mango, 1, 15 to 17,2017-2-2
21,21,21,Potato 1st Quality, 1, 15 to 18,2017-2-2
22,22,22,Potato 2nd Quality, 1, 10 to 13,2017-2-2
23,23,23,Coconut 1st Quality, –, 28 to 30,2017-2-2
24,24,24,Coconut 2nd Quality, –, 23 to 25,2017-2-2
25,25,25,Green Chilli, 1, 13 to 35,2017-2-2
26,26,26,Cauliflower 1st Quality, –, 20,2017-2-2
27,27,27,Cauliflower 2nd Quality, –, 15,2017-2-2
28,28,28,Katharikai Pachai, 1, 35 to 40,2017-2-2
29,29,29,Katharikai ootha, 1, 20 to 25,2017-2-2
30,30,30,Valai Thar, –, 20 to 25,2017-2-2
31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 15,2017-2-2
32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 25,2017-2-2
33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 20,2017-2-2
34,34,34,Kothamalli 1st Quality, 1 kattu, 15,2017-2-2
35,35,35,Kothamalli 2nd Quality, 1 kattu, 10,2017-2-2
36,36,36,Mullangi 1st Quality, 1, 18 to 20,2017-2-2
37,37,37,Mullangi 2nd Quality, 1, 13 to 15,2017-2-2
38,38,38,Inji/Ginger, 1, 25 to 30,2017-2-2
39,39,39,Butter Beans, 1, 80 to 100,2017-2-2
40,40,40,Mutta Kose, 1, 8 to 10,2017-2-2
41,41,41,Pachai Pattani, 1, 25,2017-2-2
42,42,42,Pakarkai, 1, 25 to 35,2017-2-2
43,43,43,Nookal, 1, 10 to 12,2017-2-2
44,44,44,Chaw Chaw, 1, 12 to 15,2017-2-2
45,45,45,Kovakkai, 1, I7 to 18,2017-2-2
46,46,46,Kothavarangai, 1, 35 to 40,2017-2-2
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon, 1, 50 to 60,2017-3-2
1,1,1,Tomato/Thakkali 1st Quality, 1, 20 to 25,2017-3-2
2,2,2,Tomato/Thakkali 2nd Quality, 1, 15 to 20,2017-3-2
3,3,3,Small Onion, 1, 45 to 5 5,2017-3-2
4,4,4,Bellary (Big Onion), 1, 10 to 12,2017-3-2
5,5,5,Beans 1st Quality, –, 55 to 80,2017-3-2
6,6,6,Beans 2nd Quality, 1, 50 to 75,2017-3-2
7,7,7,Carrot 1st Quality, 1, 30 to 45,2017-3-2
8,8,8,Carrot 2nd Quality, 1, 25 to 40,2017-3-2
9,9,9,Vendai Kai/Lady Finger, 1, 25,2017-3-2
10,10,10,Maram Murungai, 1, 5 to 6,2017-3-2
11,11,11,Chedi Murungai, 1, 8,2017-3-2
12,12,12,Avarai Ottu, 1, 50 to 60,2017-3-2
13,13,13,Pachai Payaru, 1, 50,2017-3-2
14,14,14,Vellai Payaru, 1, 45,2017-3-2
15,15,15,Suraikai, 1, 6,2017-3-2
16,16,16,Beetroot, 1, 18 to 20,2017-3-2
17,17,17,Sunami Sambar, 1, 13 to 16,2017-3-2
18,18,18,Pusanikai, 1, 16 to 17,2017-3-2
19,19,19,Kalla Manga/Mango, 1, 12 to 15,2017-3-2
20,20,20,Orutu Manga/Mango, 1, 12,2017-3-2
21,21,21,Potato 1st Quality, 1, 12 to 15,2017-3-2
22,22,22,Potato 2nd Quality, 1, 7 to 10,2017-3-2
23,23,23,Coconut 1st Quality, –, 25,2017-3-2
24,24,24,Coconut 2nd Quality, –, 20,2017-3-2
25,25,25,Green Chilli, 1, 17 to 40,2017-3-2
26,26,26,Cauliflower 1st Quality, –, 20 to 25,2017-3-2
27,27,27,Cauliflower 2nd Quality, –, 15 to 20,2017-3-2
28,28,28,Katharikai Pachai, 1, 25,2017-3-2
29,29,29,Katharikai ootha, 1, 20,2017-3-2
30,30,30,Valai Thar, –, 25,2017-3-2
31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 20,2017-3-2
32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 30,2017-3-2
33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 25,2017-3-2
34,34,34,Kothamalli 1st Quality, 1 kattu, 15 to 20,2017-3-2
35,35,35,Kothamalli 2nd Quality, 1 kattu, 10 to 15,2017-3-2
36,36,36,Mullangi 1st Quality, 1, 20 to 25,2017-3-2
37,37,37,Mullangi 2nd Quality, 1, 15 to 20,2017-3-2
38,38,38,Inji/Ginger, 1, 25,2017-3-2
39,39,39,Butter Beans, 1, 120,2017-3-2
40,40,40,Mutta Kose, 1, 12 to 15,2017-3-2
41,41,41,Pachai Pattani, 1, 45 to 55,2017-3-2
42,42,42,Pakarkai, 1, 35 to 45,2017-3-2
43,43,43,Nookal, 1, 20 to 25,2017-3-2
44,44,44,Chaw Chaw, 1, 25 to 30,2017-3-2
45,45,45,Kovakkai, 1, 23,2017-3-2
46,46,46,Kothavarangai, 1, 25,2017-3-2
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon, 1, 65,2017-5-2
1,1,1,Tomato/Thakkali 1st Quality, 1, 10 to15,2017-5-2
2,2,2,Tomato/Thakkali 2nd Quality, 1, 10,2017-5-2
3,3,3,Small Onion, 1, 100 to110,2017-5-2
4,4,4,Bellary (Big Onion), 1, 10 to12,2017-5-2
5,5,5,Beans 1st Quality, –, 60 to65,2017-5-2
6,6,6,Beans 2nd Quality, 1, 55 to60,2017-5-2
7,7,7,Carrot 1st Quality, 1, 70 to75,2017-5-2
8,8,8,Carrot 2nd Quality, 1, 65 to70,2017-5-2
9,9,9,Vendai Kai/Lady Finger, 1, 24,2017-5-2
10,10,10,Maram Murungai, 1, 15 to22,2017-5-2
11,11,11,Chedi Murungai, 1, 24,2017-5-2
12,12,12,Avarai Ottu, 1, 25 to55,2017-5-2
13,13,13,Pachai Payaru, 1, 25,2017-5-2
14,14,14,Vellai Payaru, 1, 15,2017-5-2
15,15,15,Suraikai, 1, 7 to8,2017-5-2
16,16,16,Beetroot, 1, 28,2017-5-2
17,17,17,Sunami Sambar, 1, 15,2017-5-2
18,18,18,Pusanikai, 1, 10,2017-5-2
19,19,19,Kalla Manga/Mango, 1, 9,2017-5-2
20,20,20,Orutu Manga/Mango, 1, 7,2017-5-2
21,21,21,Potato 1st Quality, 1, 18 to20,2017-5-2
22,22,22,Potato 2nd Quality, 1, 13 to15,2017-5-2
23,23,23,Coconut 1st Quality, –, 23 to25,2017-5-2
24,24,24,Coconut 2nd Quality, –, 20,2017-5-2
25,25,25,Green Chilli, 1, 35 to42,2017-5-2
26,26,26,Cauliflower 1st Quality, –, 27 to30,2017-5-2
27,27,27,Cauliflower 2nd Quality, –, 22 to25,2017-5-2
28,28,28,Katharikai Pachai, 1, 20,2017-5-2
29,29,29,Katharikai ootha, 1, 15,2017-5-2
30,30,30,Valai Thar, –, 25,2017-5-2
31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 30,2017-5-2
32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 25,2017-5-2
33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 20,2017-5-2
34,34,34,Kothamalli 1st Quality, 1 kattu, 120,2017-5-2
35,35,35,Kothamalli 2nd Quality, 1 kattu, 115,2017-5-2
36,36,36,Mullangi 1st Quality, 1, 30,2017-5-2
37,37,37,Mullangi 2nd Quality, 1, 25,2017-5-2
38,38,38,Inji/Ginger, 1, 25,2017-5-2
39,39,39,Butter Beans, 1, 200,2017-5-2
40,40,40,Mutta Kose, 1, 20,2017-5-2
41,41,41,Pachai Pattani, 1, 180,2017-5-2
42,42,42,Pakarkai, 1, 45,2017-5-2
43,43,43,Nookal, 1, 25,2017-5-2
44,44,44,Chaw Chaw, 1, 25,2017-5-2
45,45,45,Kovakkai, 1, 28,2017-5-2
46,46,46,Kothavarangai, 1, 9 to15,2017-5-2
47,47,47,Nellikai, 1, 40,2017-5-2
48,48,48,Narthangai, 1, 70,2017-5-2
49,49,49,Vellarikai, 1, 28,2017-5-2
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon, 1, 60,2017-6-2
1,1,1,Tomato/Thakkali 1st Quality, 1, 45 to 50,2017-6-2
2,2,2,Tomato/Thakkali 2nd Quality, 1, 40 to 45,2017-6-2
3,3,3,Small Onion, 1, 110 to 120,2017-6-2
4,4,4,Bellary (Big Onion), 1, 11 to 12,2017-6-2
5,5,5,Beans 1st Quality, –, 55 to 60,2017-6-2
6,6,6,Beans 2nd Quality, 1, 50 to 55,2017-6-2
7,7,7,Carrot 1st Quality, 1, 60 to 65,2017-6-2
8,8,8,Carrot 2nd Quality, 1, 55 to 60,2017-6-2
9,9,9,Vendai Kai/Lady Finger, 1, 35 to 40,2017-6-2
10,10,10,Maram Murungai, 1, 20 to 25,2017-6-2
11,11,11,Chedi Murungai, 1, 15,2017-6-2
12,12,12,Avarai Ottu, 1, 50 to 55,2017-6-2
13,13,13,Pachai Payaru, 1, 15,2017-6-2
14,14,14,Vellai Payaru, 1, 25,2017-6-2
15,15,15,Suraikai, 1, 11 to 15,2017-6-2
16,16,16,Beetroot, 1, 15 to 18,2017-6-2
17,17,17,Sunami Sambar, 1, 15,2017-6-2
18,18,18,Pusanikai, 1, 5.50 to 6.50,2017-6-2
19,19,19,Kalla Manga/Mango, 1, 15,2017-6-2
20,20,20,Orutu Manga/Mango, 1, 10 to 12,2017-6-2
21,21,21,Potato 1st Quality, 1, 15 to 18,2017-6-2
22,22,22,Potato 2nd Quality, 1, 10,2017-6-2
23,23,23,Coconut 1st Quality, –, 20 to 25,2017-6-2
24,24,24,Coconut 2nd Quality, –, 15,2017-6-2
25,25,25,Green Chilli, 1, 45 to 56,2017-6-2
26,26,26,Cauliflower 1st Quality, –, 20 to 25,2017-6-2
27,27,27,Cauliflower 2nd Quality, –, 15 to 20,2017-6-2
28,28,28,Katharikai Pachai, 1, 60,2017-6-2
29,29,29,Katharikai ootha, 1, 50,2017-6-2
30,30,30,Valai Thar, –, 32 to 35,2017-6-2
31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 20 to 25,2017-6-2
32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 25,2017-6-2
33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 20,2017-6-2
34,34,34,Kothamalli 1st Quality, 1 kattu, 160,2017-6-2
35,35,35,Kothamalli 2nd Quality, 1 kattu, 150,2017-6-2
36,36,36,Mullangi 1st Quality, 1, 30 to 35,2017-6-2
37,37,37,Mullangi 2nd Quality, 1, 25 to 30,2017-6-2
38,38,38,Inji/Ginger, 1, 60,2017-6-2
39,39,39,Butter Beans, 1, 160,2017-6-2
40,40,40,Mutta Kose, 1, 15 to 18,2017-6-2
41,41,41,Pachai Pattani, 1, 250,2017-6-2
42,42,42,Pakarkai, 1, 40,2017-6-2
43,43,43,Nookal, 1, 80,2017-6-2
44,44,44,Chaw Chaw, 1, 20,2017-6-2
45,45,45,Kovakkai, 1, 20,2017-6-2
46,46,46,Kothavarangai, 1, 15,2017-6-2
47,47,47,Nellikai, 1, 40,2017-6-2
48,48,48,Narthangai, 1, 30,2017-6-2
49,49,49,Vellarikai, 1, 25,2017-6-2
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon, 1, 40 to 50,2017-9-2
1,1,1,Tomato/Thakkali 1st Quality, 1, 15 to 20,2017-9-2
2,2,2,Tomato/Thakkali 2nd Quality, 1, 10,2017-9-2
3,3,3,Small Onion, 1, 70 to 80,2017-9-2
4,4,4,Bellary (Big Onion), 1, 20 to 25,2017-9-2
5,5,5,Beans 1st Quality, –, 60 to 70,2017-9-2
6,6,6,Beans 2nd Quality, 1, 55 to 65,2017-9-2
7,7,7,Carrot 1st Quality, 1, 20 to 30,2017-9-2
8,8,8,Carrot 2nd Quality, 1, 15 to 25,2017-9-2
9,9,9,Vendai Kai/Lady Finger, 1, 16,2017-9-2
10,10,10,Maram Murungai, 1, 70,2017-9-2
11,11,11,Chedi Murungai, 1, 58,2017-9-2
12,12,12,Avarai Ottu, 1, 65 to 70,2017-9-2
13,13,13,Pachai Payaru, 1, 28,2017-9-2
14,14,14,Vellai Payaru, 1, 35,2017-9-2
15,15,15,Suraikai, 1, 3,2017-9-2
16,16,16,Beetroot, 1, 15 to 20,2017-9-2
17,17,17,Sunami Sambar, 1, 5,2017-9-2
18,18,18,Pusanikai, 1, 12,2017-9-2
19,19,19,Kalla Manga/Mango, 1, 30,2017-9-2
20,20,20,Orutu Manga/Mango, 1, 40,2017-9-2
21,21,21,Potato 1st Quality, 1, 18 to 20,2017-9-2
22,22,22,Potato 2nd Quality, 1, 15,2017-9-2
23,23,23,Coconut 1st Quality, –, 40 to 42,2017-9-2
24,24,24,Coconut 2nd Quality, –, 33 to 35,2017-9-2
25,25,25,Green Chilli, 1, 15 to 18,2017-9-2
26,26,26,Cauliflower 1st Quality, –, 20,2017-9-2
27,27,27,Cauliflower 2nd Quality, –, 15,2017-9-2
28,28,28,Katharikai Pachai, 1, 35,2017-9-2
29,29,29,Katharikai ootha, 1, 55,2017-9-2
30,30,30,Valai Thar, –, 24 to 26,2017-9-2
31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 10,2017-9-2
32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 7,2017-9-2
33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, –,2017-9-2
34,34,34,Kothamalli 1st Quality, 1 kattu, 110,2017-9-2
35,35,35,Kothamalli 2nd Quality, 1 kattu, 100,2017-9-2
36,36,36,Mullangi 1st Quality, 1, 15 to 20,2017-9-2
37,37,37,Mullangi 2nd Quality, 1, 10,2017-9-2
38,38,38,Inji/Ginger, 1, 50 to 55,2017-9-2
39,39,39,Butter Beans, 1, 100 to 120,2017-9-2
40,40,40,Mutta Kose, 1, 15 to 20,2017-9-2
41,41,41,Pachai Pattani, 1, 120,2017-9-2
42,42,42,Pakarkai, 1, 25 to 30,2017-9-2
43,43,43,Nookal, 1, 40,2017-9-2
44,44,44,Chaw Chaw, 1, 15 to 18,2017-9-2
45,45,45,Kovakkai, 1, 27,2017-9-2
46,46,46,Kothavarangai, 1, 20,2017-9-2
47,47,47,Nellikai, 1, 40,2017-9-2
48,48,48,Narthangai, 1, 30,2017-9-2
49,49,49,Vellarikai, 1, 23,2017-9-2
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Lemon, 1, 40 to 70,2017-10-24
1,1,Tomato/Thakkali 1st Quality, 1, 35 to 40,2017-10-24
2,2,Tomato/Thakkali 2nd Quality, 1, 30 to 35,2017-10-24
3,3,Small Onion, 1, 80 to 110,2017-10-24
4,4,Bellary (Big Onion), 1, 38 to 40,2017-10-24
5,5,Beans 1st Quality, –, 55 to 60,2017-10-24
6,6,Beans 2nd Quality, 1, 50 to 55,2017-10-24
7,7,Carrot 1st Quality, 1, 45 to 50,2017-10-24
8,8,Carrot 2nd Quality, 1, 40 to 45,2017-10-24
9,9,Vendai Kai/Lady Finger, 1, 8,2017-10-24
10,10,Maram Murungai, 1, 85,2017-10-24
11,11,Chedi Murungai, 1, 60,2017-10-24
12,12,Avarai Ottu, 1, 42 to 60,2017-10-24
13,13,Pachai Payaru, 1, 30,2017-10-24
14,14,Vellai Payaru, 1, 22,2017-10-24
15,15,Suraikai, 1, 5,2017-10-24
16,16,Beetroot, 1, 32,2017-10-24
17,17,Sunami Sambar, 1, 6,2017-10-24
18,18,Pusanikai, 1, 10,2017-10-24
19,19,Kalla Manga/Mango, 1, 65,2017-10-24
20,20,Orutu Manga/Mango, 1, 60,2017-10-24
21,21,Potato 1st Quality, 1, 16 to 20,2017-10-24
22,22,Potato 2nd Quality, 1, 15,2017-10-24
23,23,Coconut 1st Quality, –, 42,2017-10-24
24,24,Coconut 2nd Quality, –, 35,2017-10-24
25,25,Green Chilli, 1, 32 to 33,2017-10-24
26,26,Cauliflower 1st Quality, –, 25,2017-10-24
27,27,Cauliflower 2nd Quality, –, 20,2017-10-24
28,28,Katharikai Pachai, 1, 40,2017-10-24
29,29,Katharikai ootha, 1, 35,2017-10-24
30,30,Valai Thar, –, 24 to 26,2017-10-24
31,31,Karuveppilai/Curry Leaf, 1 Kattu, 10,2017-10-24
32,32,Pudalangai/Snake gourd 1st Quality, 1, 12,2017-10-24
33,33,Pudalangai/Snake gourd 2nd Quality, 1, 10,2017-10-24
34,34,Kothamalli 1st Quality, 1 kattu, 70 to 80,2017-10-24
35,35,Kothamalli 2nd Quality, 1 kattu, 65 to 75,2017-10-24
36,36,Mullangi 1st Quality, 1, 40,2017-10-24
37,37,Mullangi 2nd Quality, 1, 35,2017-10-24
38,38,Inji/Ginger, 1, 30 to 40,2017-10-24
39,39,Butter Beans, 1, 140,2017-10-24
40,40,Mutta Kose, 1, 45 to 50,2017-10-24
41,41,Pachai Pattani, 1, 150,2017-10-24
42,42,Pakarkai, 1, 20 to 29,2017-10-24
43,43,Nookal, 1, 30,2017-10-24
44,44,Chaw Chaw, 1, 7,2017-10-24
45,45,Kovakkai, 1, 22,2017-10-24
46,46,Kothavarangai, 1, 15,2017-10-24
47,47,Nellikai, 1, 25 to 30,2017-10-24
48,48,Narthangai, 1, 25 to 30,2017-10-24
49,49,Vellarikai, 1, 20 to 32,2017-10-24
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon/எலுமிச்சை,1, 25 to 30,2017-11-24
1,1,1,Tomato/தக்காளி 1st Quality,1, 25 to 30,2017-11-24
2,2,2,Tomato/தக்காளி 2nd Quality,1, 20 to 25,2017-11-24
3,3,3,Small Onion/சிறிய வெங்காயம்,1, 120 to 130,2017-11-24
4,4,4,Bellary/பெல்லாரி,1, 40 to 45,2017-11-24
5,5,5,Beans/பீன்ஸ் 1st Quality,1, 12 to 20,2017-11-24
6,6,6,Beans/பீன்ஸ் 2nd Quality,1, 10,2017-11-24
7,7,7,Carrot/கேரட் 1st Quality,1, 40 to 50,2017-11-24
8,8,8,Carrot/கேரட் 2nd Quality,1, 35 to 45,2017-11-24
9,9,9,Lady Finger/வெண்டைக்காய்,1, 5,2017-11-24
10,10,10,Tree Drumstick/மரம் முருங்கை,1, 75,2017-11-24
11,11,11,Plant Drumstick/செடி முருங்கை,1, 80,2017-11-24
12,12,12,Beans/அவரை ஒட்டு,1, 13 to 40,2017-11-24
13,13,13,Green Pulses/பச்சை பயிறு,1, 7,2017-11-24
14,14,14,White Pulses/வெள்ளை பயிறு,1, 10,2017-11-24
15,15,15,Zucchini/சுரைக்காய்,1, 1.50,2017-11-24
16,16,16,Beetroot/பீட்ரூட்,1, 20,2017-11-24
17,17,17,White Pumpkin/வெள்ளை பூசணிக்காய்,1, 3 to 4,2017-11-24
18,18,18,Sambar Pumpkin/சாம்பார் பூசணிக்காய்,1, 3 to 4,2017-11-24
19,19,19,Kalla Manga/கள்ள மாங்காய்,1, 115,2017-11-24
20,20,20,OOrutu Manga/உருட்டு மாங்காய்,1, 80 to 90,2017-11-24
21,21,21,Potato/உருளைக்கிழங்கு 1st Quality,1, 12 to 15,2017-11-24
22,22,22,Potato/உருளைக்கிழங்கு 2nd Quality,1, 10,2017-11-24
23,23,23,Coconut/தேங்காய் 1st Quality,1, 42 to 45,2017-11-24
24,24,24,Coconut/தேங்காய் 2nd Quality,1, 35 to 40,2017-11-24
25,25,25,Green Chilli/பச்சை மிளகாய்,1, 22 to 23,2017-11-24
26,26,26,Cauliflower/காலிஃபிளவர் 1st Quality,1, 35 to 40,2017-11-24
27,27,27,Cauliflower/காலிஃபிளவர் 2nd Quality,1, 30 to 35,2017-11-24
28,28,28,Green Brinjal/கத்தரிக்காய் பச்சை,1, 10,2017-11-24
29,29,29,Blue Brinjal/கத்தரிக்காய் நீலம்,1, 15,2017-11-24
30,30,30,Banana Thar/வாழை தார்,1, 24 to 26,2017-11-24
31,31,31,Curry Leaves/கறிவேப்பிலை,1, 15 to 20,2017-11-24
32,32,32,Gourd/புடலங்காய் 1st Quality,1, 4,2017-11-24
33,33,33,Gourd/புடலங்காய் 2nd Quality,1, –,2017-11-24
34,34,34,Coriander/கொத்தமல்லி 1st Quality,1, 10 to 15,2017-11-24
35,35,35,Coriander/கொத்தமல்லி 2nd Quality,1, 10,2017-11-24
36,36,36,Radish/முள்ளங்கி 1st Quality,1, 25 to 30,2017-11-24
37,37,37,Radish/முள்ளங்கி 2nd Quality,1, 20 to 25,2017-11-24
38,38,38,Ginger/இஞ்சி,1, 25 to 30,2017-11-24
39,39,39,Butter Beans/பட்டர் பீன்ஸ்,1, 80 to 100,2017-11-24
40,40,40,Cabbage/முட்டை கோஸ்,1, 30 to 35,2017-11-24
41,41,41,Green Peas/பச்சை பட்டாணி,1, 80 to 90,2017-11-24
42,42,42,Bitter Gourd/பாகற்காய்,1, 13 to 15,2017-11-24
43,43,43,Nookal/நூக்கல்,1, 30 to 40,2017-11-24
44,44,44,Chaw Chaw/சவ்சவ்,1, 7,2017-11-24
45,45,45,Kovakkai/கோவக்காய்,1, 26,2017-11-24
46,46,46,Cluster Beans/கொத்தவரங்காய்,1, 8 to 10,2017-11-24
47,47,47,Gooseberry/நெல்லிக்காய்,1, 20 to 32,2017-11-24
48,48,48,Narthangai/நார்த்தங்காய்,1, 15 to 20,2017-11-24
49,49,49,Cucumber/வெள்ளரிக்காய்,1, 26,2017-11-24
50,50,50,Garlic/வெள்ளை பூண்டு,1, 100 to 120,2017-11-24
51,51,51,Gourd/பீர்க்கங்காய்,1, 8 to 10,2017-11-24
52,52,52,Small Tuber/சிறு கிழங்கு,1, 35 to 40,2017-11-24
53,53,53,Colocasia/சேப்பங்கிழங்கு,1, 30 to 40,2017-11-24
54,54,54,Soya beans/சோயா பீன்ஸ்,1, 80 to 120,2017-11-24
55,55,55,Butter Soya/பட்டர் சோயா,1, –,2017-11-24
56,56,56,Senai Kilangu/சேனை கிழங்கு,1, 30 to 35,2017-11-24
57,57,57,Karunai Kilangu/கருணைக்கிழங்கு,1, 30 to 35,2017-11-24
58,58,58,Drumstick beans/முருங்கை பீன்ஸ்,1, 15,2017-11-24
59,59,59,Mangai Inji/மாங்காய் இஞ்சி,1, 30 to 35,2017-11-24
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon, 1, 20 to 25,2017-1-2
1,1,1,Tomato/Thakkali 1st Quality, 1, 20,2017-1-2
2,2,2,Tomato/Thakkali 2nd Quality, 1, 15,2017-1-2
3,3,3,Small Onion, 1, 20 to 25,2017-1-2
4,4,4,Bellary (Big Onion), 1, 10 to 12,2017-1-2
5,5,5,Beans 1st Quality, –, 30,2017-1-2
6,6,6,Beans 2nd Quality, 1, 25,2017-1-2
7,7,7,Carrot 1st Quality, 1, 18,2017-1-2
8,8,8,Carrot 2nd Quality, 1, 15,2017-1-2
9,9,9,Vendai Kai/Lady Finger, 1, 40,2017-1-2
10,10,10,Maram Murungai, 1, 27,2017-1-2
11,11,11,Chedi Murungai, 1, 30,2017-1-2
12,12,12,Avarai Ottu, 1, 10,2017-1-2
13,13,13,Pachai Payaru, 1, 20,2017-1-2
14,14,14,Vellai Payaru, 1, 25,2017-1-2
15,15,15,Suraikai, 1, 6,2017-1-2
16,16,16,Beetroot, 1, 8,2017-1-2
17,17,17,Sunami Sambar, 1, 20,2017-1-2
18,18,18,Pusanikai, 1, 7,2017-1-2
19,19,19,Kalla Manga/Mango, 1, 25,2017-1-2
20,20,20,Orutu Manga/Mango, 1, 20,2017-1-2
21,21,21,Potato 1st Quality, 1, 20,2017-1-2
22,22,22,Potato 2nd Quality, 1, 15,2017-1-2
23,23,23,Coconut 1st Quality, –, 32,2017-1-2
24,24,24,Coconut 2nd Quality, –, 28,2017-1-2
25,25,25,Green Chilli, 1, 17 to 30,2017-1-2
26,26,26,Cauliflower 1st Quality, –, 15,2017-1-2
27,27,27,Cauliflower 2nd Quality, –, 10,2017-1-2
28,28,28,Katharikai Pachai, 1, 15,2017-1-2
29,29,29,Katharikai ootha, 1, 8,2017-1-2
30,30,30,Valai Thar, –, –,2017-1-2
31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 10,2017-1-2
32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 20,2017-1-2
33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 12,2017-1-2
34,34,34,Kothamalli 1st Quality, 1, 15,2017-1-2
35,35,35,Kothamalli 2nd Quality, 1, 12,2017-1-2
36,36,36,Mullangi 1st Quality, 1, 16,2017-1-2
37,37,37,Mullangi 2nd Quality, 1, 15,2017-1-2
38,38,38,Inji/Ginger, 1, 30,2017-1-2
39,39,39,Butter Beans, 1, 60,2017-1-2
40,40,40,Mutta Kose, 1, 8 to 10,2017-1-2
41,41,41,Pachai Pattani, 1, 20,2017-1-2
42,42,42,Pakarkai, 1, 22 to 25,2017-1-2
43,43,43,Nookal, 1, 20,2017-1-2
44,44,44,Chaw Chaw, 1, –,2017-1-2
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon, 1, 35,2017-2-2
1,1,1,Tomato/Thakkali 1st Quality, 1, 20,2017-2-2
2,2,2,Tomato/Thakkali 2nd Quality, 1, 15,2017-2-2
3,3,3,Small Onion, 1, 40 to 45,2017-2-2
4,4,4,Bellary (Big Onion), 1, 12 to 15,2017-2-2
5,5,5,Beans 1st Quality, –, 40 to 55,2017-2-2
6,6,6,Beans 2nd Quality, 1, 35 to 50,2017-2-2
7,7,7,Carrot 1st Quality, 1, 15,2017-2-2
8,8,8,Carrot 2nd Quality, 1, 10,2017-2-2
9,9,9,Vendai Kai/Lady Finger, 1, 50,2017-2-2
10,10,10,Maram Murungai, 1, 8 to 10,2017-2-2
11,11,11,Chedi Murungai, 1, 12,2017-2-2
12,12,12,Avarai Ottu, 1, 33,2017-2-2
13,13,13,Pachai Payaru, 1, 40,2017-2-2
14,14,14,Vellai Payaru, 1, 33,2017-2-2
15,15,15,Suraikai, 1, 8,2017-2-2
16,16,16,Beetroot, 1, 8,2017-2-2
17,17,17,Sunami Sambar, 1, 20,2017-2-2
18,18,18,Pusanikai, 1, 10 12,2017-2-2
19,19,19,Kalla Manga/Mango, 1, 21,2017-2-2
20,20,20,Orutu Manga/Mango, 1, 15 to 17,2017-2-2
21,21,21,Potato 1st Quality, 1, 12 to 15,2017-2-2
22,22,22,Potato 2nd Quality, 1, 7 to 10,2017-2-2
23,23,23,Coconut 1st Quality, –, 28 to 30,2017-2-2
24,24,24,Coconut 2nd Quality, –, 23 to 25,2017-2-2
25,25,25,Green Chilli, 1, 13 to 35,2017-2-2
26,26,26,Cauliflower 1st Quality, –, 20 to 25,2017-2-2
27,27,27,Cauliflower 2nd Quality, –, 15 to 20,2017-2-2
28,28,28,Katharikai Pachai, 1, 50 to 55,2017-2-2
29,29,29,Katharikai ootha, 1, 20,2017-2-2
30,30,30,Valai Thar, –, 24 to 25,2017-2-2
