Commodity, Weight in Kg, Price in Rs,Date
Drumstick Beans / Murungai Beans, 1, 65,2016-05-05
Butter beans, 1, –,2016-05-05
Banana nut / Vala kai, 1 piece, 3,2016-05-05
Banana stem / Vala Thandu, 1, 12,2016-05-05
Banana Flower / Vala Poo, 1, 15,2016-05-05
Curry leaves / Karu Vepilai, 1, 40,2016-05-05
Coriander leaves / Malli Ilai, 1, 50,2016-05-05
Mint / Puthina, 1, 30,2016-05-05
Greens Leaves / Keerai Kattu, 1, 12,2016-05-05
Garlic / Poondu, 1, –,2016-05-05
Button Mushrooms / Button Kaalan, 1, 180,2016-05-05
Papaya / Papali, 1, 15,2016-05-05
Sav Sav, 1, 32,2016-05-05
Sapotta, 1, –,2016-05-05
Field bean / Mochai, 1, –,2016-05-05
Brinjal / Kathari, 1, 24,2016-05-19
Tomotto ottu / Thakkali Ottu, 1, 58,2016-05-19
Lady’s Finger / Venda Kai, 1, 40,2016-05-19
Snake Guard / Pudalai, 1, 32,2016-05-19
Bitter Gourd / Pakar kai, 1, 36,2016-05-19
Bottle gourd / Sura kai, 1, 10,2016-05-19
Pumpkin / Pusani kai, 1, 20,2016-05-19
Beans / Avarai Kai, 1, 76,2016-05-19
Cluster Beans / Kothavarai, 1, 20,2016-05-19
Red Chilies / Kundu Milagai, 1, 110,2016-05-19
Small Onion / Chinna Vengayam, 1, 32,2016-05-19
Big Onion / Pallari, 1, 16,2016-05-19
Ginger / Inji, 1, –,2016-05-19
Potato / Urulai Kelangu, 1, 28,2016-05-19
Radish / Mulangi, 1, 20,2016-05-19
Mango / Maa, 1, –,2016-05-19
Cabbage / Mutta Kose, 1, 24,2016-05-19
Carrot, 1, 44,2016-05-19
Beetroot, 1, 48,2016-05-19
Soya Beans, 1, 110,2016-05-19
Drumstick Beans / Murungai Beans, 1, 85,2016-05-19
Butter beans, 1, –,2016-05-19
Banana nut / Vala kai, 1 piece, 3,2016-05-19
Banana stem / Vala Thandu, 1, 12,2016-05-19
Banana Flower / Vala Poo, 1, 12,2016-05-19
Curry leaves / Karu Vepilai, 1, 30,2016-05-19
Coriander leaves / Malli Ilai, 1, 40,2016-05-19
Mint / Puthina, 1, 40,2016-05-19
Greens Leaves / Keerai Kattu, 1, 12,2016-05-19
Garlic / Poondu, 1, –,2016-05-19
Button Mushrooms / Button Kaalan, 1, 200,2016-05-19
Papaya / Papali, 1, 15,2016-05-19
Sav Sav, 1, 48,2016-05-19
Sapotta, 1, –,2016-05-19
Field bean / Mochai, 1, –,2016-05-19
Brinjal / Kathari, 1, 20,2016-04-17
Tomotto ottu / Thakkali Ottu, 1, 14,2016-04-17
Lady’s Finger / Venda Kai, 1, 18,2016-04-17
Snake Guard / Pudalai, 1, 18,2016-04-17
Bitter Gourd / Pakar kai, 1, 20,2016-04-17
Bottle gourd / Sura kai, 1, 6,2016-04-17
Pumpkin / Pusani kai, 1, 14,2016-04-17
Beans / Avarai Kai, 1, 48,2016-04-17
Cluster Beans / Kothavarai, 1, 16,2016-04-17
Red Chilies / Kundu Milagai, 1, 56,2016-04-17
Small Onion / Chinna Vengayam, 1, 26,2016-04-17
Big Onion / Pallari, 1, 16,2016-04-17
Ginger / Inji, 1, –,2016-04-17
Potato / Urulai Kelangu, 1, 26,2016-04-17
Radish / Mulangi, 1, 16,2016-04-17
Mango / Maa, 1, –,2016-04-17
Cabbage / Mutta Kose, 1, 14,2016-04-17
Carrot, 1, 38,2016-04-17
Beetroot, 1, 26,2016-04-17
Soya Beans, 1, 100,2016-04-17
Drumstick Beans / Murungai Beans, 1, 70,2016-04-17
Butter beans, 1, –,2016-04-17
Banana nut / Vala kai, 1 piece, 3,2016-04-17
Banana stem / Vala Thandu, 1, 12,2016-04-17
Banana Flower / Vala Poo, 1, 12,2016-04-17
Curry leaves / Karu Vepilai, 1, 40,2016-04-17
Coriander leaves / Malli Ilai, 1, 30,2016-04-17
Mint / Puthina, 1, 15,2016-04-17
Greens Leaves / Keerai Kattu, 1, 12,2016-04-17
Garlic / Poondu, 1, –,2016-04-17
Button Mushrooms / Button Kaalan, 1, 200,2016-04-17
Papaya / Papali, 1, 20,2016-04-17
Sav Sav, 1, 28,2016-04-17
Sapotta, 1, –,2016-04-17
Field bean / Mochai, 1, –,2016-04-17
Brinjal / Kathari, 1, 26,2016-05-08
Tomotto ottu / Thakkali Ottu, 1, 34,2016-05-08
Lady’s Finger / Venda Kai, 1, 34,2016-05-08
Snake Guard / Pudalai, 1, 26,2016-05-08
Bitter Gourd / Pakar kai, 1, 30,2016-05-08
Bottle gourd / Sura kai, 1, 10,2016-05-08
Pumpkin / Pusani kai, 1, 14,2016-05-08
Beans / Avarai Kai, 1, 50,2016-05-08
Cluster Beans / Kothavarai, 1, 16,2016-05-08
Red Chilies / Kundu Milagai, 1, 50,2016-05-08
Small Onion / Chinna Vengayam, 1, 30,2016-05-08
Big Onion / Pallari, 1, 16,2016-05-08
Ginger / Inji, 1, –,2016-05-08
Potato / Urulai Kelangu, 1, 28,2016-05-08
Radish / Mulangi, 1, 20,2016-05-08
Mango / Maa, 1, –,2016-05-08
Cabbage / Mutta Kose, 1, 20,2016-05-08
Carrot, 1, 40,2016-05-08
Beetroot, 1, 30,2016-05-08
Soya Beans, 1, 100,2016-05-08
Drumstick Beans / Murungai Beans, 1, 64,2016-05-08
Butter beans, 1, –,2016-05-08
Banana nut / Vala kai, 1 piece, 3,2016-05-08
Banana stem / Vala Thandu, 1, 8,2016-05-08
Banana Flower / Vala Poo, 1, 10,2016-05-08
Curry leaves / Karu Vepilai, 1, 30,2016-05-08
Coriander leaves / Malli Ilai, 1, 36,2016-05-08
Mint / Puthina, 1, 40,2016-05-08
Greens Leaves / Keerai Kattu, 1, 10,2016-05-08
Garlic / Poondu, 1, –,2016-05-08
Button Mushrooms / Button Kaalan, 1, 200,2016-05-08
Papaya / Papali, 1, 18,2016-05-08
Sav Sav, 1, 30,2016-05-08
Sapotta, 1, –,2016-05-08
Field bean / Mochai, 1, –,2016-05-08
Brinjal / Kathari, 1, 18,2016-04-13
Tomotto ottu / Thakkali Ottu, 1, 15,2016-04-13
Lady’s Finger / Venda Kai, 1, 20,2016-04-13
Snake Guard / Pudalai, 1, 18,2016-04-13
Bitter Gourd / Pakar kai, 1, 18,2016-04-13
Bottle gourd / Sura kai, 1, 6,2016-04-13
Pumpkin / Pusani kai, 1, 14,2016-04-13
Beans / Avarai Kai, 1, 46,2016-04-13
Cluster Beans / Kothavarai, 1, 16,2016-04-13
Red Chilies / Kundu Milagai, 1, 55,2016-04-13
Small Onion / Chinna Vengayam, 1, 26,2016-04-13
Big Onion / Pallari, 1, 18,2016-04-13
Ginger / Inji, 1, –,2016-04-13
Potato / Urulai Kelangu, 1, 26,2016-04-13
Radish / Mulangi, 1, 16,2016-04-13
Mango / Maa, 1, –,2016-04-13
Cabbage / Mutta Kose, 1, 14,2016-04-13
Carrot, 1, 36,2016-04-13
Beetroot, 1, 24,2016-04-13
Soya Beans, 1, 110,2016-04-13
Drumstick Beans / Murungai Beans, 1, 65,2016-04-13
Butter beans, 1, –,2016-04-13
Banana nut / Vala kai, 1 piece, 3,2016-04-13
Banana stem / Vala Thandu, 1, 12,2016-04-13
Banana Flower / Vala Poo, 1, 12,2016-04-13
Curry leaves / Karu Vepilai, 1, 40,2016-04-13
Coriander leaves / Malli Ilai, 1, 30,2016-04-13
Mint / Puthina, 1, 15,2016-04-13
Greens Leaves / Keerai Kattu, 1, 12,2016-04-13
Garlic / Poondu, 1, –,2016-04-13
Button Mushrooms / Button Kaalan, 1, 200,2016-04-13
Papaya / Papali, 1, 20,2016-04-13
Sav Sav, 1, 28,2016-04-13
Sapotta, 1, –,2016-04-13
Field bean / Mochai, 1, –,2016-04-13
Brinjal / Kathari, 1, 20,2016-04-10
Tomotto ottu / Thakkali Ottu, 1, 13,2016-04-10
Lady’s Finger / Venda Kai, 1, 18,2016-04-10
Snake Guard / Pudalai, 1, 16,2016-04-10
Bitter Gourd / Pakar kai, 1, 20,2016-04-10
Bottle gourd / Sura kai, 1, 6,2016-04-10
Pumpkin / Pusani kai, 1, 14,2016-04-10
Beans / Avarai Kai, 1, 46,2016-04-10
Cluster Beans / Kothavarai, 1, 16,2016-04-10
Red Chilies / Kundu Milagai, 1, 60,2016-04-10
Small Onion / Chinna Vengayam, 1, 26,2016-04-10
Big Onion / Pallari, 1, 18,2016-04-10
Ginger / Inji, 1, –,2016-04-10
Potato / Urulai Kelangu, 1, 26,2016-04-10
Radish / Mulangi, 1, 12,2016-04-10
Mango / Maa, 1, –,2016-04-10
Cabbage / Mutta Kose, 1, 14,2016-04-10
Carrot, 1, 34,2016-04-10
Beetroot, 1, 24,2016-04-10
Soya Beans, 1, 100,2016-04-10
Drumstick Beans / Murungai Beans, 1, 65,2016-04-10
Butter beans, 1, –,2016-04-10
Banana nut / Vala kai, 1 piece, 3,2016-04-10
Banana stem / Vala Thandu, 1, 12,2016-04-10
Banana Flower / Vala Poo, 1, 12,2016-04-10
Curry leaves / Karu Vepilai, 1, 40,2016-04-10
Coriander leaves / Malli Ilai, 1, 35,2016-04-10
Mint / Puthina, 1, 15,2016-04-10
Greens Leaves / Keerai Kattu, 1, 12,2016-04-10
Garlic / Poondu, 1, –,2016-04-10
Button Mushrooms / Button Kaalan, 1, 200,2016-04-10
Papaya / Papali, 1, 22,2016-04-10
Sav Sav, 1, 28,2016-04-10
Sapotta, 1, –,2016-04-10
Field bean / Mochai, 1, –,2016-04-10
Brinjal / Kathari, 1, 40,2016-03-14
Tomotto ottu / Thakkali Ottu, 1, 7,2016-03-14
Lady’s Finger / Venda Kai, 1, 12,2016-03-14
Snake Guard / Pudalai, 1, 14,2016-03-14
Bitter Gourd / Pakar kai, 1, 18,2016-03-14
Bottle gourd / Sura kai, 1, 6,2016-03-14
Pumpkin / Pusani kai, 1, 12,2016-03-14
Beans / Avarai Kai, 1, 22,2016-03-14
Cluster Beans / Kothavarai, 1, 14,2016-03-14
Red Chilies / Kundu Milagai, 1, 38,2016-03-14
Small Onion / Chinna Vengayam, 1, 23,2016-03-14
Big Onion / Pallari, 1, 17,2016-03-14
Ginger / Inji, 1, –,2016-03-14
Potato / Urulai Kelangu, 1, 25,2016-03-14
Radish / Mulangi, 1, 7,2016-03-14
Mango / Maa, 1, –,2016-03-14
Cabbage / Mutta Kose, 1, 14,2016-03-14
Carrot, 1, 38,2016-03-14
Beetroot, 1, 24,2016-03-14
Soya Beans, 1, 120,2016-03-14
Drumstick Beans / Murungai Beans, 1, 48,2016-03-14
Butter beans, 1, –,2016-03-14
Banana nut / Vala kai, 1 piece, 3,2016-03-14
Banana stem / Vala Thandu, 1, 10,2016-03-14
Banana Flower / Vala Poo, 1, 8,2016-03-14
Curry leaves / Karu Vepilai, 1, 40,2016-03-14
Coriander leaves / Malli Ilai, 1, 10,2016-03-14
Mint / Puthina, 1, 12,2016-03-14
Greens Leaves / Keerai Kattu, 1, 10,2016-03-14
Garlic / Poondu, 1, –,2016-03-14
Button Mushrooms / Button Kaalan, 1, 200,2016-03-14
Papaya / Papali, 1, 22,2016-03-14
Sav Sav, 1, 20,2016-03-14
Sapotta, 1, –,2016-03-14
Field bean / Mochai, 1, 56,2016-03-14
Brinjal / Kathari, 1, 44,2016-03-08
Tomotto ottu / Thakkali Ottu, 1, 6,2016-03-08
Lady’s Finger / Venda Kai, 1, 12,2016-03-08
Snake Guard / Pudalai, 1, 14,2016-03-08
Bitter Gourd / Pakar kai, 1, 18,2016-03-08
Bottle gourd / Sura kai, 1, 8,2016-03-08
Pumpkin / Pusani kai, 1, 14,2016-03-08
Beans / Avarai Kai, 1, 18,2016-03-08
Cluster Beans / Kothavarai, 1, 16,2016-03-08
Red Chilies / Kundu Milagai, 1, 40,2016-03-08
Small Onion / Chinna Vengayam, 1, 24,2016-03-08
Big Onion / Pallari, 1, 18,2016-03-08
Ginger / Inji, 1, –,2016-03-08
Potato / Urulai Kelangu, 1, 24,2016-03-08
Radish / Mulangi, 1, 8,2016-03-08
Mango / Maa, 1, –,2016-03-08
Cabbage / Mutta Kose, 1, 18,2016-03-08
Carrot, 1, 40,2016-03-08
Beetroot, 1, 16,2016-03-08
Soya Beans, 1, 110,2016-03-08
Drumstick Beans / Murungai Beans, 1, 44,2016-03-08
Butter beans, 1, –,2016-03-08
Banana nut / Vala kai, 1 piece, 4,2016-03-08
Banana stem / Vala Thandu, 1, 12,2016-03-08
Banana Flower / Vala Poo, 1, 10,2016-03-08
Curry leaves / Karu Vepilai, 1, 30,2016-03-08
Coriander leaves / Malli Ilai, 1, 10,2016-03-08
Mint / Puthina, 1, 10,2016-03-08
Greens Leaves / Keerai Kattu, 1, 12,2016-03-08
Garlic / Poondu, 1, –,2016-03-08
Button Mushrooms / Button Kaalan, 1, 180,2016-03-08
Papaya / Papali, 1, 20,2016-03-08
Sav Sav, 1, 24,2016-03-08
Sapotta, 1, –,2016-03-08
Field bean / Mochai, 1, 50,2016-03-08
Brinjal / Kathari, 1, 20,2016-04-22
Tomotto ottu / Thakkali Ottu, 1, 16,2016-04-22
Lady’s Finger / Venda Kai, 1, 18,2016-04-22
Snake Guard / Pudalai, 1, 20,2016-04-22
Bitter Gourd / Pakar kai, 1, 20,2016-04-22
Bottle gourd / Sura kai, 1, 8,2016-04-22
Pumpkin / Pusani kai, 1, 14,2016-04-22
Beans / Avarai Kai, 1, 40,2016-04-22
Cluster Beans / Kothavarai, 1, 16,2016-04-22
Red Chilies / Kundu Milagai, 1, 48,2016-04-22
Small Onion / Chinna Vengayam, 1, 28,2016-04-22
Big Onion / Pallari, 1, 16,2016-04-22
Ginger / Inji, 1, –,2016-04-22
Potato / Urulai Kelangu, 1, 28,2016-04-22
Radish / Mulangi, 1, 12,2016-04-22
Mango / Maa, 1, –,2016-04-22
Cabbage / Mutta Kose, 1, 16,2016-04-22
Carrot, 1, 30,2016-04-22
Beetroot, 1, 30,2016-04-22
Soya Beans, 1, 90,2016-04-22
Drumstick Beans / Murungai Beans, 1, 40,2016-04-22
Butter beans, 1, –,2016-04-22
Banana nut / Vala kai, 1 piece, 3,2016-04-22
Banana stem / Vala Thandu, 1, 10,2016-04-22
Banana Flower / Vala Poo, 1, 10,2016-04-22
Curry leaves / Karu Vepilai, 1, 30,2016-04-22
Coriander leaves / Malli Ilai, 1, 34,2016-04-22
Mint / Puthina, 1, 26,2016-04-22
Greens Leaves / Keerai Kattu, 1, 10,2016-04-22
Garlic / Poondu, 1, –,2016-04-22
Button Mushrooms / Button Kaalan, 1, 200,2016-04-22
Papaya / Papali, 1, 16,2016-04-22
Sav Sav, 1, 30,2016-04-22
Sapotta, 1, –,2016-04-22
Field bean / Mochai, 1, –,2016-04-22
Brinjal / Kathari, 1, 40,2016-07-16
Tomotto ottu / Thakkali Ottu, 1, 24,2016-07-16
Lady’s Finger / Venda Kai, 1, 16,2016-07-16
Snake Guard / Pudalai, 1, 16,2016-07-16
Bitter Gourd / Pakar kai, 1, 32,2016-07-16
Bottle gourd / Sura kai, 1, 8,2016-07-16
Pumpkin / Pusani kai, 1, 16,2016-07-16
Beans / Avarai Kai, 1, 60,2016-07-16
Cluster Beans / Kothavarai, 1, 20,2016-07-16
Red Chilies / Kundu Milagai, 1, 40,2016-07-16
Small Onion / Chinna Vengayam, 1, 25,2016-07-16
Big Onion / Pallari, 1, 20,2016-07-16
Ginger / Inji, 1, –,2016-07-16
Potato / Urulai Kelangu, 1, 30,2016-07-16
Radish / Mulangi, 1, 20,2016-07-16
Mango / Maa, 1, –,2016-07-16
Cabbage / Mutta Kose, 1, 34,2016-07-16
Carrot, 1, 46,2016-07-16
Beetroot, 1, 40,2016-07-16
Soya Beans, 1, 120,2016-07-16
Drumstick Beans / Murungai Beans, 1, 66,2016-07-16
Butter beans, 1, –,2016-07-16
Banana nut / Vala kai, 1 piece, 4,2016-07-16
Banana stem / Vala Thandu, 1, 10,2016-07-16
Banana Flower / Vala Poo, 1, 10,2016-07-16
Curry leaves / Karu Vepilai, 1, 20,2016-07-16
Coriander leaves / Malli Ilai, 1, 12,2016-07-16
Mint / Puthina, 1, 25,2016-07-16
Greens Leaves / Keerai Kattu, 1, 12,2016-07-16
Garlic / Poondu, 1, –,2016-07-16
Button Mushrooms / Button Kaalan, 1, 200,2016-07-16
Papaya / Papali, 1, 20,2016-07-16
Sav Sav, 1, 24,2016-07-16
Sapotta, 1, –,2016-07-16
Field bean / Mochai, 1, –,2016-07-16
Brinjal / Kathari, 1, 36,2016-08-19
Tomotto ottu / Thakkali Ottu, 1, 9,2016-08-19
Lady’s Finger / Venda Kai, 1, 12,2016-08-19
Snake Guard / Pudalai, 1, 16,2016-08-19
Bitter Gourd / Pakar kai, 1, 26,2016-08-19
Bottle gourd / Sura kai, 1, 7,2016-08-19
Pumpkin / Pusani kai, 1, 20,2016-08-19
Beans / Avarai Kai, 1, 34,2016-08-19
Cluster Beans / Kothavarai, 1, 10,2016-08-19
Red Chilies / Kundu Milagai, 1, 44,2016-08-19
Small Onion / Chinna Vengayam, 1, 18,2016-08-19
Big Onion / Pallari, 1, 16,2016-08-19
Ginger / Inji, 1, –,2016-08-19
Potato / Urulai Kelangu, 1, 34,2016-08-19
Radish / Mulangi, 1, 14,2016-08-19
Mango / Maa, 1, –,2016-08-19
Cabbage / Mutta Kose, 1, 20,2016-08-19
Carrot, 1, 45,2016-08-19
Beetroot, 1, 24,2016-08-19
Soya Beans, 1, 70,2016-08-19
Drumstick Beans / Murungai Beans, 1, 36,2016-08-19
Butter beans, 1, –,2016-08-19
Banana nut / Vala kai, 1 piece, 4,2016-08-19
Banana stem / Vala Thandu, 1, 10,2016-08-19
Banana Flower / Vala Poo, 1, 8,2016-08-19
Curry leaves / Karu Vepilai, 1, 20,2016-08-19
Coriander leaves / Malli Ilai, 1, 20,2016-08-19
Mint / Puthina, 1, 20,2016-08-19
Greens Leaves / Keerai Kattu, 1, 12,2016-08-19
Garlic / Poondu, 1, –,2016-08-19
Button Mushrooms / Button Kaalan, 1, –,2016-08-19
Papaya / Papali, 1, 20,2016-08-19
Sav Sav, 1, 24,2016-08-19
Sapotta, 1, –,2016-08-19
Puli / Tamarind, 1, 90,2016-08-19
Brinjal / Kathari, 1, 36,2016-08-21
Tomotto ottu / Thakkali Ottu, 1, 9,2016-08-21
Lady’s Finger / Venda Kai, 1, 12,2016-08-21
Snake Guard / Pudalai, 1, 16,2016-08-21
Bitter Gourd / Pakar kai, 1, 26,2016-08-21
Bottle gourd / Sura kai, 1, 7,2016-08-21
Pumpkin / Pusani kai, 1, 20,2016-08-21
Beans / Avarai Kai, 1, 34,2016-08-21
Cluster Beans / Kothavarai, 1, 10,2016-08-21
Red Chilies / Kundu Milagai, 1, 44,2016-08-21
Small Onion / Chinna Vengayam, 1, 18,2016-08-21
Big Onion / Pallari, 1, 16,2016-08-21
Ginger / Inji, 1, –,2016-08-21
Potato / Urulai Kelangu, 1, 34,2016-08-21
Radish / Mulangi, 1, 14,2016-08-21
Mango / Maa, 1, –,2016-08-21
Cabbage / Mutta Kose, 1, 20,2016-08-21
Carrot, 1, 45,2016-08-21
Beetroot, 1, 24,2016-08-21
Soya Beans, 1, 70,2016-08-21
Drumstick Beans / Murungai Beans, 1, 36,2016-08-21
Butter beans, 1, –,2016-08-21
Banana nut / Vala kai, 1 piece, 4,2016-08-21
Banana stem / Vala Thandu, 1, 10,2016-08-21
Banana Flower / Vala Poo, 1, 8,2016-08-21
Curry leaves / Karu Vepilai, 1, 20,2016-08-21
Coriander leaves / Malli Ilai, 1, 20,2016-08-21
Mint / Puthina, 1, 20,2016-08-21
Greens Leaves / Keerai Kattu, 1, 12,2016-08-21
Garlic / Poondu, 1, –,2016-08-21
Button Mushrooms / Button Kaalan, 1, –,2016-08-21
Papaya / Papali, 1, 20,2016-08-21
Sav Sav, 1, 24,2016-08-21
Sapotta, 1, –,2016-08-21
Puli / Tamarind, 1, 90,2016-08-21
Brinjal / Kathari, 1, 36,2016-10-19
Tomotto ottu / Thakkali Ottu, 1, 12,2016-10-19
Lady’s Finger / Venda Kai, 1, 24,2016-10-19
Snake Guard / Pudalai, 1, 30,2016-10-19
Bitter Gourd / Pakar kai, 1, 34,2016-10-19
Bottle gourd / Sura kai, 1, 8,2016-10-19
Pumpkin / Pusani kai, 1, 20,2016-10-19
Beans / Avarai Kai, 1, 44,2016-10-19
Cluster Beans / Kothavarai, 1, 20,2016-10-19
Red Chilies / Kundu Milagai, 1, 40,2016-10-19
Small Onion / Chinna Vengayam, 1, 28,2016-10-19
Big Onion / Pallari, 1, 16,2016-10-19
Ginger / Inji, 1, –,2016-10-19
Potato / Urulai Kelangu, 1, 30,2016-10-19
Radish / Mulangi, 1, 16,2016-10-19
Mango / Maa, 1, –,2016-10-19
Cabbage / Mutta Kose, 1, 18,2016-10-19
Carrot, 1, 34,2016-10-19
Beetroot, 1, 30,2016-10-19
Soya Beans, 1, 80,2016-10-19
Drumstick Beans / Murungai Beans, 1, 40,2016-10-19
Butter beans, 1, –,2016-10-19
Banana nut / Vala kai, 1 piece, 5,2016-10-19
Banana stem / Vala Thandu, 1, 10,2016-10-19
Banana Flower / Vala Poo, 1, 10,2016-10-19
Curry leaves / Karu Vepilai, 1, 20,2016-10-19
Coriander leaves / Malli Ilai, 1, 15,2016-10-19
Mint / Puthina, 1, 15,2016-10-19
Greens Leaves / Keerai Kattu, 1, 12,2016-10-19
Garlic / Poondu, 1, –,2016-10-19
Button Mushrooms / Button Kaalan, 1, –,2016-10-19
Papaya / Papali, 1, 25,2016-10-19
Sav Sav, 1, 24,2016-10-19
Sapotta, 1, –,2016-10-19
Puli / Tamarind, 1, 90,2016-10-19
Brinjal / Kathari, 1, 28,2016-05-27
Tomotto ottu / Thakkali Ottu, 1, 56,2016-05-27
Lady’s Finger / Venda Kai, 1, 36,2016-05-27
Snake Guard / Pudalai, 1, 36,2016-05-27
Bitter Gourd / Pakar kai, 1, 40,2016-05-27
Bottle gourd / Sura kai, 1, 10,2016-05-27
Pumpkin / Pusani kai, 1, 14,2016-05-27
Beans / Avarai Kai, 1, 80,2016-05-27
Cluster Beans / Kothavarai, 1, 34,2016-05-27
Red Chilies / Kundu Milagai, 1, 70,2016-05-27
Small Onion / Chinna Vengayam, 1, 40,2016-05-27
Big Onion / Pallari, 1, 16,2016-05-27
Ginger / Inji, 1, –,2016-05-27
Potato / Urulai Kelangu, 1, 28,2016-05-27
Radish / Mulangi, 1, 24,2016-05-27
Mango / Maa, 1, –,2016-05-27
Cabbage / Mutta Kose, 1, 36,2016-05-27
Carrot, 1, 40,2016-05-27
Beetroot, 1, 48,2016-05-27
Soya Beans, 1, 100,2016-05-27
Drumstick Beans / Murungai Beans, 1, 75,2016-05-27
Butter beans, 1, –,2016-05-27
Banana nut / Vala kai, 1 piece, 3,2016-05-27
Banana stem / Vala Thandu, 1, 10,2016-05-27
Banana Flower / Vala Poo, 1, 10,2016-05-27
Curry leaves / Karu Vepilai, 1, 30,2016-05-27
Coriander leaves / Malli Ilai, 1, 40,2016-05-27
Mint / Puthina, 1, 50,2016-05-27
Greens Leaves / Keerai Kattu, 1, 10,2016-05-27
Garlic / Poondu, 1, –,2016-05-27
Button Mushrooms / Button Kaalan, 1, 200,2016-05-27
Papaya / Papali, 1, 16,2016-05-27
Sav Sav, 1, 44,2016-05-27
Sapotta, 1, –,2016-05-27
Field bean / Mochai, 1, –,2016-05-27
Brinjal / Kathari, 1, 36,2016-03-20
Tomotto ottu / Thakkali Ottu, 1, 7,2016-03-20
Lady’s Finger / Venda Kai, 1, 14,2016-03-20
Snake Guard / Pudalai, 1, 14,2016-03-20
Bitter Gourd / Pakar kai, 1, 20,2016-03-20
Bottle gourd / Sura kai, 1, 8,2016-03-20
Pumpkin / Pusani kai, 1, 10,2016-03-20
Beans / Avarai Kai, 1, 24,2016-03-20
Cluster Beans / Kothavarai, 1, 20,2016-03-20
Red Chilies / Kundu Milagai, 1, 36,2016-03-20
Small Onion / Chinna Vengayam, 1, 20,2016-03-20
Big Onion / Pallari, 1, 16,2016-03-20
Ginger / Inji, 1, –,2016-03-20
Potato / Urulai Kelangu, 1, 24,2016-03-20
Radish / Mulangi, 1, 8,2016-03-20
Mango / Maa, 1, –,2016-03-20
Cabbage / Mutta Kose, 1, 14,2016-03-20
Carrot, 1, 36,2016-03-20
Beetroot, 1, 20,2016-03-20
Soya Beans, 1, 120,2016-03-20
Drumstick Beans / Murungai Beans, 1, 46,2016-03-20
Butter beans, 1, –,2016-03-20
Banana nut / Vala kai, 1 piece, 3,2016-03-20
Banana stem / Vala Thandu, 1, 10,2016-03-20
Banana Flower / Vala Poo, 1, 8,2016-03-20
Curry leaves / Karu Vepilai, 1, 30,2016-03-20
Coriander leaves / Malli Ilai, 1, 15,2016-03-20
Mint / Puthina, 1, 20,2016-03-20
Greens Leaves / Keerai Kattu, 1, 10,2016-03-20
Garlic / Poondu, 1, –,2016-03-20
Button Mushrooms / Button Kaalan, 1, 180,2016-03-20
Papaya / Papali, 1, 20,2016-03-20
Sav Sav, 1, 14,2016-03-20
Sapotta, 1, –,2016-03-20
Field bean / Mochai, 1, 40,2016-03-20
Brinjal / Kathari, 1, 26,2016-04-05
Tomotto ottu / Thakkali Ottu, 1, 10,2016-04-05
Lady’s Finger / Venda Kai, 1, 14,2016-04-05
Snake Guard / Pudalai, 1, 16,2016-04-05
Bitter Gourd / Pakar kai, 1, 20,2016-04-05
Bottle gourd / Sura kai, 1, 8,2016-04-05
Pumpkin / Pusani kai, 1, 14,2016-04-05
Beans / Avarai Kai, 1, 40,2016-04-05
Cluster Beans / Kothavarai, 1, 14,2016-04-05
Red Chilies / Kundu Milagai, 1, 40,2016-04-05
Small Onion / Chinna Vengayam, 1, 24,2016-04-05
Big Onion / Pallari, 1, 18,2016-04-05
Ginger / Inji, 1, –,2016-04-05
Potato / Urulai Kelangu, 1, 28,2016-04-05
Radish / Mulangi, 1, 14,2016-04-05
Mango / Maa, 1, –,2016-04-05
Cabbage / Mutta Kose, 1, 14,2016-04-05
Carrot, 1, 36,2016-04-05
Beetroot, 1, 26,2016-04-05
Soya Beans, 1, 90,2016-04-05
Drumstick Beans / Murungai Beans, 1, 56,2016-04-05
Butter beans, 1, –,2016-04-05
Banana nut / Vala kai, 1 piece, 3,2016-04-05
Banana stem / Vala Thandu, 1, 10,2016-04-05
Banana Flower / Vala Poo, 1, 10,2016-04-05
Curry leaves / Karu Vepilai, 1, 30,2016-04-05
Coriander leaves / Malli Ilai, 1, 24,2016-04-05
Mint / Puthina, 1, 20,2016-04-05
Greens Leaves / Keerai Kattu, 1, 12,2016-04-05
Garlic / Poondu, 1, –,2016-04-05
Button Mushrooms / Button Kaalan, 1, 200,2016-04-05
Papaya / Papali, 1, 20,2016-04-05
Sav Sav, 1, 26,2016-04-05
Sapotta, 1, –,2016-04-05
Field bean / Mochai, 1, 48,2016-04-05
Brinjal / Kathari, 1, 44,2016-03-01
Tomotto ottu / Thakkali Ottu, 1, 5,2016-03-01
Lady’s Finger / Venda Kai, 1, 14,2016-03-01
Snake Guard / Pudalai, 1, 14,2016-03-01
Bitter Gourd / Pakar kai, 1, 22,2016-03-01
Bottle gourd / Sura kai, 1, 7,2016-03-01
Pumpkin / Pusani kai, 1, 12,2016-03-01
Beans / Avarai Kai, 1, 24,2016-03-01
Cluster Beans / Kothavarai, 1, 20,2016-03-01
Red Chilies / Kundu Milagai, 1, 36,2016-03-01
Small Onion / Chinna Vengayam, 1, 22,2016-03-01
Big Onion / Pallari, 1, 18,2016-03-01
Ginger / Inji, 1, –,2016-03-01
Potato / Urulai Kelangu, 1, 25,2016-03-01
Radish / Mulangi, 1, 7,2016-03-01
Mango / Maa, 1, –,2016-03-01
